PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Survived,Scoring,Rank of Scoring,Binary outcomes reversed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,0.826912817,-0.737281045,-0.289088148,-0.474278822,-0.473407725,-0.486064428,0,0.03204993,270,1,0,165,105,237,0.300546448,0.307017544,0.00055923,,,,,,,,,,,,,,,,,,,,,,,,
805,0.826912817,-0.737281045,-0.212180275,-0.474278822,-0.473407725,-0.507697067,1,0.031447013,271,0,1,165,106,236,0.300546448,0.30994152,0,,,,,,,,,,,,,,,,,,,,,,,,
655,0.826912817,1.354812621,-0.904351128,-0.474278822,-0.473407725,-0.512224829,0,0.031330304,272,1,0,166,106,236,0.302367942,0.30994152,0.000564557,,,,,,,,,,,,,,,,,,,,,,,,
230,0.826912817,1.354812621,0.018543343,2.246208929,0.767198989,-0.135581467,0,0.02982005,273,1,0,167,106,236,0.304189435,0.30994152,0.000564557,,,,,,,,,,,,,,,,,,,,,,,,
410,0.826912817,1.354812621,0.018543343,2.246208929,0.767198989,-0.135581467,0,0.02982005,274,1,0,168,106,236,0.306010929,0.30994152,0.000564557,,,,,,,,,,,,,,,,,,,,,,,,
486,0.826912817,1.354812621,0.018543343,2.246208929,0.767198989,-0.135581467,0,0.02982005,275,1,0,169,106,236,0.307832423,0.30994152,0.000564557,,,,,,,,,,,,,,,,,,,,,,,,
787,0.826912817,1.354812621,-0.904351128,-0.474278822,-0.473407725,-0.497216808,1,0.029198991,276,0,1,169,107,235,0.307832423,0.312865497,0,,,,,,,,,,,,,,,,,,,,,,,,
147,0.826912817,-0.737281045,-0.212180275,-0.474278822,-0.473407725,-0.491179793,1,0.029101367,277,0,1,169,108,234,0.307832423,0.315789474,0,,,,,,,,,,,,,,,,,,,,,,,,
322,0.826912817,-0.737281045,-0.212180275,-0.474278822,-0.473407725,-0.489167454,0,0.028815592,278,1,0,170,108,234,0.309653916,0.315789474,0.000575209,,,,,,,,,,,,,,,,,,,,,,,,
685,-0.369157507,-0.737281045,2.32577952,0.432550428,0.767198989,0.13675434,0,0.028627985,279,1,0,171,108,234,0.31147541,0.315789474,0.000575209,,,,,,,,,,,,,,,,,,,,,,,,
808,0.826912817,1.354812621,-0.904351128,-0.474278822,-0.473407725,-0.491598359,0,0.028401105,280,1,0,172,108,234,0.313296903,0.315789474,0.000575209,,,,,,,,,,,,,,,,,,,,,,,,
625,0.826912817,-0.737281045,-0.673627511,-0.474278822,-0.473407725,-0.324071178,0,0.027420019,281,1,0,173,108,234,0.315118397,0.315789474,0.000575209,,,,,,,,,,,,,,,,,,,,,,,,
145,-0.369157507,-0.737281045,-0.904351128,-0.474278822,-0.473407725,-0.41663875,0,0.02699651,282,1,0,174,108,234,0.316939891,0.315789474,0.000575209,,,,,,,,,,,,,,,,,,,,,,,,
758,-0.369157507,-0.737281045,-0.904351128,-0.474278822,-0.473407725,-0.41663875,0,0.02699651,283,1,0,175,108,234,0.318761384,0.315789474,0.000575209,,,,,,,,,,,,,,,,,,,,,,,,
822,0.826912817,-0.737281045,-0.212180275,-0.474278822,-0.473407725,-0.473738855,1,0.026624551,284,0,1,175,109,233,0.318761384,0.31871345,0,,,,,,,,,,,,,,,,,,,,,,,,
227,-0.369157507,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.436762135,1,0.026179261,285,0,1,175,110,232,0.318761384,0.321637427,0,,,,,,,,,,,,,,,,,,,,,,,,
239,-0.369157507,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.436762135,0,0.026179261,286,1,0,176,110,232,0.320582878,0.321637427,0.000585861,,,,,,,,,,,,,,,,,,,,,,,,
757,0.826912817,-0.737281045,-0.135272403,-0.474278822,-0.473407725,-0.491179793,0,0.025426364,287,1,0,177,110,232,0.322404372,0.321637427,0.000585861,,,,,,,,,,,,,,,,,,,,,,,,
282,0.826912817,-0.737281045,-0.135272403,-0.474278822,-0.473407725,-0.490004587,0,0.025259471,288,1,0,178,110,232,0.324225865,0.321637427,0.000585861,,,,,,,,,,,,,,,,,,,,,,,,
58,0.826912817,-0.737281045,-0.096818466,-0.474278822,-0.473407725,-0.502581703,0,0.025208066,289,1,0,179,110,232,0.326047359,0.321637427,0.000585861,,,,,,,,,,,,,,,,,,,,,,,,
106,0.826912817,-0.737281045,-0.135272403,-0.474278822,-0.473407725,-0.489167454,0,0.025140588,290,1,0,180,110,232,0.327868852,0.321637427,0.000585861,,,,,,,,,,,,,,,,,,,,,,,,
314,0.826912817,-0.737281045,-0.135272403,-0.474278822,-0.473407725,-0.489167454,0,0.025140588,291,1,0,181,110,232,0.329690346,0.321637427,0.000585861,,,,,,,,,,,,,,,,,,,,,,,,
45,0.826912817,1.354812621,-0.827443256,-0.474278822,-0.473407725,-0.489501503,1,0.024428324,292,0,1,181,111,231,0.329690346,0.324561404,0,,,,,,,,,,,,,,,,,,,,,,,,
229,-0.369157507,-0.737281045,-0.904351128,-0.474278822,-0.473407725,-0.386453672,0,0.022709877,293,1,0,182,111,231,0.33151184,0.324561404,0.000591187,,,,,,,,,,,,,,,,,,,,,,,,
678,0.826912817,1.354812621,-0.904351128,-0.474278822,-0.473407725,-0.450009359,1,0.022494983,294,0,1,182,112,230,0.33151184,0.32748538,0,,,,,,,,,,,,,,,,,,,,,,,,
511,0.826912817,-0.737281045,-0.05836453,-0.474278822,-0.473407725,-0.492101444,1,0.021882245,295,0,1,182,113,229,0.33151184,0.330409357,0,,,,,,,,,,,,,,,,,,,,,,,,
232,0.826912817,-0.737281045,-0.05836453,-0.474278822,-0.473407725,-0.491598359,0,0.021810801,296,1,0,183,113,229,0.333333333,0.330409357,0.000601839,,,,,,,,,,,,,,,,,,,,,,,,
423,0.826912817,-0.737281045,-0.05836453,-0.474278822,-0.473407725,-0.489586021,0,0.021525026,297,1,0,184,113,229,0.335154827,0.330409357,0.000601839,,,,,,,,,,,,,,,,,,,,,,,,
456,0.826912817,-0.737281045,-0.05836453,-0.474278822,-0.473407725,-0.489167454,1,0.021465584,298,0,1,184,114,228,0.335154827,0.333333333,0,,,,,,,,,,,,,,,,,,,,,,,,
91,0.826912817,-0.737281045,-0.05836453,-0.474278822,-0.473407725,-0.486064428,0,0.021024918,299,1,0,185,114,228,0.336976321,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
412,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.510045466,0,0.020755502,300,1,0,186,114,228,0.338797814,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
201,0.826912817,-0.737281045,-0.135272403,-0.474278822,-0.473407725,-0.45688552,0,0.020556177,301,1,0,187,114,228,0.340619308,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
356,0.826912817,-0.737281045,-0.135272403,-0.474278822,-0.473407725,-0.45688552,0,0.020556177,302,1,0,188,114,228,0.342440801,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
826,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.508200152,0,0.020493445,303,1,0,189,114,228,0.344262295,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
612,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.506187814,0,0.02020767,304,1,0,190,114,228,0.346083789,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
27,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502666221,0,0.019707563,305,1,0,191,114,228,0.347905282,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
245,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502666221,0,0.019707563,306,1,0,192,114,228,0.349726776,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
355,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502666221,0,0.019707563,307,1,0,193,114,228,0.35154827,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
523,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502666221,0,0.019707563,308,1,0,194,114,228,0.353369763,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
599,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502666221,0,0.019707563,309,1,0,195,114,228,0.355191257,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
774,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502666221,0,0.019707563,310,1,0,196,114,228,0.35701275,0.333333333,0.000607165,,,,,,,,,,,,,,,,,,,,,,,,
37,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502581703,1,0.01969556,311,0,1,196,115,227,0.35701275,0.33625731,0,,,,,,,,,,,,,,,,,,,,,,,,
525,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502581703,0,0.01969556,312,1,0,197,115,227,0.358834244,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
532,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502581703,0,0.01969556,313,1,0,198,115,227,0.360655738,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
569,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502581703,0,0.01969556,314,1,0,199,115,227,0.362477231,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
799,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502581703,0,0.01969556,315,1,0,200,115,227,0.364298725,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
833,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502581703,0,0.01969556,316,1,0,201,115,227,0.366120219,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
860,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502581703,0,0.01969556,317,1,0,202,115,227,0.367941712,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
251,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502163137,0,0.019636119,318,1,0,203,115,227,0.369763206,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
366,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502163137,0,0.019636119,319,1,0,204,115,227,0.371584699,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
426,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502163137,0,0.019636119,320,1,0,205,115,227,0.373406193,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
471,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.502163137,0,0.019636119,321,1,0,206,115,227,0.375227687,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
155,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.500905425,0,0.019457509,322,1,0,207,115,227,0.37704918,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
192,-0.369157507,-0.737281045,-0.827443256,-0.474278822,-0.473407725,-0.386453672,0,0.019034873,323,1,0,208,115,227,0.378870674,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
649,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.496126121,0,0.018778792,324,1,0,209,115,227,0.380692168,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
405,0.826912817,1.354812621,-0.750535383,-0.474278822,-0.473407725,-0.473738855,0,0.01851484,325,1,0,210,115,227,0.382513661,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
180,0.826912817,-0.737281045,0.479990578,-0.474278822,-0.473407725,-0.648057678,0,0.018304822,326,1,0,211,115,227,0.384335155,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
469,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492604529,0,0.018278685,327,1,0,212,115,227,0.386156648,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
389,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.49252001,0,0.018266683,328,1,0,213,115,227,0.387978142,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
630,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492437505,0,0.018254966,329,1,0,214,115,227,0.389799636,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
779,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492352986,0,0.018242963,330,1,0,215,115,227,0.391621129,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
127,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492101444,0,0.018207241,331,1,0,216,115,227,0.393442623,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
197,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492101444,0,0.018207241,332,1,0,217,115,227,0.395264117,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
261,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492101444,0,0.018207241,333,1,0,218,115,227,0.39708561,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
429,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492101444,0,0.018207241,334,1,0,219,115,227,0.398907104,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
460,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492101444,0,0.018207241,335,1,0,220,115,227,0.400728597,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
561,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492101444,0,0.018207241,336,1,0,221,115,227,0.402550091,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
614,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492101444,0,0.018207241,337,1,0,222,115,227,0.404371585,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
777,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492101444,0,0.018207241,338,1,0,223,115,227,0.406193078,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
791,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492101444,0,0.018207241,339,1,0,224,115,227,0.408014572,0.33625731,0.000612491,,,,,,,,,,,,,,,,,,,,,,,,
829,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.492101444,1,0.018207241,340,0,1,224,116,226,0.408014572,0.339181287,0,,,,,,,,,,,,,,,,,,,,,,,,
108,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.491598359,1,0.018135797,341,0,1,224,117,225,0.408014572,0.342105263,0,,,,,,,,,,,,,,,,,,,,,,,,
668,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.491598359,0,0.018135797,342,1,0,225,117,225,0.409836066,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
553,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.490507672,0,0.017980907,343,1,0,226,117,225,0.411657559,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
30,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,344,1,0,227,117,225,0.413479053,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
43,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,345,1,0,228,117,225,0.415300546,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
77,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,346,1,0,229,117,225,0.41712204,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
102,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,347,1,0,230,117,225,0.418943534,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
224,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,348,1,0,231,117,225,0.420765027,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
336,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,349,1,0,232,117,225,0.422586521,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
385,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,350,1,0,233,117,225,0.424408015,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
411,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,351,1,0,234,117,225,0.426229508,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
421,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,352,1,0,235,117,225,0.428051002,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
602,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,353,1,0,236,117,225,0.429872495,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
607,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,354,1,0,237,117,225,0.431693989,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
651,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,355,1,0,238,117,225,0.433515483,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
657,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,356,1,0,239,117,225,0.435336976,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
739,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,357,1,0,240,117,225,0.43715847,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
740,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,358,1,0,241,117,225,0.438979964,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
879,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.489167454,0,0.017790581,359,1,0,242,117,225,0.440801457,0.342105263,0.000623143,,,,,,,,,,,,,,,,,,,,,,,,
107,0.826912817,1.354812621,-0.673627511,-0.474278822,-0.473407725,-0.494113782,1,0.017733314,360,0,1,242,118,224,0.440801457,0.34502924,0,,,,,,,,,,,,,,,,,,,,,,,,
502,0.826912817,1.354812621,-0.673627511,-0.474278822,-0.473407725,-0.492101444,0,0.017447538,361,1,0,243,118,224,0.442622951,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
46,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,362,1,0,244,118,224,0.444444444,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
78,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,363,1,0,245,118,224,0.446265938,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
88,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,364,1,0,246,118,224,0.448087432,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
96,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,365,1,0,247,118,224,0.449908925,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
122,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,366,1,0,248,118,224,0.451730419,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
158,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,367,1,0,249,118,224,0.453551913,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
305,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,368,1,0,250,118,224,0.455373406,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
455,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,369,1,0,251,118,224,0.4571949,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
465,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,370,1,0,252,118,224,0.459016393,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
489,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,371,1,0,253,118,224,0.460837887,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
512,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,372,1,0,254,118,224,0.462659381,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
564,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,373,1,0,255,118,224,0.464480874,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
590,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,374,1,0,256,118,224,0.466302368,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
838,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.486064428,0,0.017349915,375,1,0,257,118,224,0.468123862,0.34502924,0.000628469,,,,,,,,,,,,,,,,,,,,,,,,
445,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.484806717,1,0.017171305,376,0,1,257,119,223,0.468123862,0.347953216,0,,,,,,,,,,,,,,,,,,,,,,,,
714,0.826912817,-0.737281045,-0.05836453,-0.474278822,-0.473407725,-0.457221581,0,0.016928898,377,1,0,258,119,223,0.469945355,0.347953216,0.000633795,,,,,,,,,,,,,,,,,,,,,,,,
82,0.826912817,-0.737281045,-0.05836453,-0.474278822,-0.473407725,-0.45688552,1,0.016881173,378,0,1,258,120,222,0.469945355,0.350877193,0,,,,,,,,,,,,,,,,,,,,,,,,
6,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.47784805,0,0.016183093,379,1,0,259,120,222,0.471766849,0.350877193,0.000639121,,,,,,,,,,,,,,,,,,,,,,,,
278,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.648057678,0,0.01576065,380,1,0,260,120,222,0.473588342,0.350877193,0.000639121,,,,,,,,,,,,,,,,,,,,,,,,
414,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.648057678,0,0.01576065,381,1,0,261,120,222,0.475409836,0.350877193,0.000639121,,,,,,,,,,,,,,,,,,,,,,,,
467,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.648057678,0,0.01576065,382,1,0,262,120,222,0.47723133,0.350877193,0.000639121,,,,,,,,,,,,,,,,,,,,,,,,
482,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.648057678,0,0.01576065,383,1,0,263,120,222,0.479052823,0.350877193,0.000639121,,,,,,,,,,,,,,,,,,,,,,,,
675,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.648057678,0,0.01576065,384,1,0,264,120,222,0.480874317,0.350877193,0.000639121,,,,,,,,,,,,,,,,,,,,,,,,
733,-0.369157507,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.648057678,0,0.01576065,385,1,0,265,120,222,0.482695811,0.350877193,0.000639121,,,,,,,,,,,,,,,,,,,,,,,,
159,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.473738855,0,0.01559954,386,1,0,266,120,222,0.484517304,0.350877193,0.000639121,,,,,,,,,,,,,,,,,,,,,,,,
815,0.826912817,-0.737281045,0.056997279,-0.474278822,-0.473407725,-0.486064428,0,0.015512413,387,1,0,267,120,222,0.486338798,0.350877193,0.000639121,,,,,,,,,,,,,,,,,,,,,,,,
585,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.472732686,0,0.015456652,388,1,0,268,120,222,0.488160291,0.350877193,0.000639121,,,,,,,,,,,,,,,,,,,,,,,,
377,0.826912817,1.354812621,-0.596719638,-0.474278822,-0.473407725,-0.502163137,1,0.015201412,389,0,1,268,121,221,0.488160291,0.35380117,0,,,,,,,,,,,,,,,,,,,,,,,,
750,0.826912817,-0.737281045,0.095451215,-0.474278822,-0.473407725,-0.492101444,0,0.014532238,390,1,0,269,121,221,0.489981785,0.35380117,0.000644447,,,,,,,,,,,,,,,,,,,,,,,,
806,0.826912817,-0.737281045,0.095451215,-0.474278822,-0.473407725,-0.491598359,0,0.014460794,391,1,0,270,121,221,0.491803279,0.35380117,0.000644447,,,,,,,,,,,,,,,,,,,,,,,,
745,0.826912817,-0.737281045,0.095451215,-0.474278822,-0.473407725,-0.488579852,1,0.01403213,392,0,1,270,122,220,0.491803279,0.356725146,0,,,,,,,,,,,,,,,,,,,,,,,,
142,0.826912817,1.354812621,-0.596719638,-0.474278822,-0.473407725,-0.492101444,1,0.013772534,393,0,1,270,123,219,0.491803279,0.359649123,0,,,,,,,,,,,,,,,,,,,,,,,,
290,0.826912817,1.354812621,-0.596719638,-0.474278822,-0.473407725,-0.492101444,1,0.013772534,394,0,1,270,124,218,0.491803279,0.362573099,0,,,,,,,,,,,,,,,,,,,,,,,,
555,0.826912817,1.354812621,-0.596719638,-0.474278822,-0.473407725,-0.491598359,1,0.01370109,395,0,1,270,125,217,0.491803279,0.365497076,0,,,,,,,,,,,,,,,,,,,,,,,,
287,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.45688552,1,0.01320617,396,0,1,270,126,216,0.491803279,0.368421053,0,,,,,,,,,,,,,,,,,,,,,,,,
869,0.826912817,-0.737281045,0.018543343,-0.474278822,-0.473407725,-0.45688552,0,0.01320617,397,1,0,271,126,216,0.493624772,0.368421053,0.000671077,,,,,,,,,,,,,,,,,,,,,,,,
115,0.826912817,1.354812621,-0.981259001,-0.474278822,-0.473407725,-0.35710774,0,0.012976874,398,1,0,272,126,216,0.495446266,0.368421053,0.000671077,,,,,,,,,,,,,,,,,,,,,,,,
687,0.826912817,-0.737281045,-1.211982619,3.153038179,0.767198989,0.150589167,0,0.0125691,399,1,0,273,126,216,0.49726776,0.368421053,0.000671077,,,,,,,,,,,,,,,,,,,,,,,,
399,-0.369157507,-0.737281045,-0.519811766,-0.474278822,-0.473407725,-0.436762135,0,0.011479247,400,1,0,274,126,216,0.499089253,0.368421053,0.000671077,,,,,,,,,,,,,,,,,,,,,,,,
891,0.826912817,-0.737281045,0.172359088,-0.474278822,-0.473407725,-0.492101444,0,0.010857234,401,1,0,275,126,216,0.500910747,0.368421053,0.000671077,,,,,,,,,,,,,,,,,,,,,,,,
650,0.826912817,1.354812621,-0.519811766,-0.474278822,-0.473407725,-0.496126121,1,0.010669082,402,0,1,275,127,215,0.500910747,0.371345029,0,,,,,,,,,,,,,,,,,,,,,,,,
570,0.826912817,-0.737281045,0.172359088,-0.474278822,-0.473407725,-0.490004587,1,0.010559456,403,0,1,275,128,214,0.500910747,0.374269006,0,,,,,,,,,,,,,,,,,,,,,,,,
